Date,Passengers
1962-01-12,225
1962-01-13,214
1962-01-14,193
1962-01-15,210
1962-01-16,207
1962-01-17,212
1962-01-18,194
1962-01-19,215
1962-01-20,214
1962-01-21,199
1962-01-22,216
1962-01-23,217
1962-01-24,200
1962-01-25,195
1962-01-26,227
1962-01-27,223
1962-01-28,209
1962-01-29,205
1962-01-30,198
1962-01-31,193
1962-02-01,201
1962-02-02,220
1962-02-03,181
1962-02-04,215
1962-02-05,192
1962-02-06,196
1962-02-07,175
1962-02-08,209
1962-02-09,204
1962-02-10,206
1962-02-11,208
1962-02-12,220
1962-02-13,197
1962-02-14,179
1962-02-15,216
1962-02-16,223
1962-02-17,198
1962-02-18,185
1962-02-19,204
1962-02-20,178
1962-02-21,216
1962-02-22,196
1962-02-23,218
1962-02-24,216
1962-02-25,204
1962-02-26,205
1962-02-27,205
1962-02-28,199
1962-03-01,242
1962-03-02,259
1962-03-03,238
1962-03-04,254
1962-03-05,240
1962-03-06,219
1962-03-07,213
1962-03-08,232
1962-03-09,234
1962-03-10,225
1962-03-11,210
1962-03-12,236
1962-03-13,217
1962-03-14,239
1962-03-15,221
1962-03-16,239
1962-03-17,227
1962-03-18,248
1962-03-19,243
1962-03-20,228
1962-03-21,213
1962-03-22,224
1962-03-23,249
1962-03-24,240
1962-03-25,238
1962-03-26,250
1962-03-27,208
1962-03-28,228
1962-03-29,237
1962-03-30,245
1962-03-31,238
1962-04-01,233
1962-04-02,225
1962-04-03,219
1962-04-04,210
1962-04-05,224
1962-04-06,255
1962-04-07,229
1962-04-08,227
1962-04-09,255
1962-04-10,215
1962-04-11,215
1962-04-12,231
1962-04-13,254
1962-04-14,227
1962-04-15,227
1962-04-16,232
1962-04-17,216
1962-04-18,200
1962-04-19,216
1962-04-20,260
1962-04-21,249
1962-04-22,239
1962-04-23,217
1962-04-24,213
1962-04-25,205
1962-04-26,224
1962-04-27,229
1962-04-28,233
1962-04-29,231
1962-04-30,230
1962-05-01,233
1962-05-02,209
1962-05-03,239
1962-05-04,249
1962-05-05,221
1962-05-06,240
1962-05-07,259
1962-05-08,206
1962-05-09,214
1962-05-10,242
1962-05-11,271
1962-05-12,223
1962-05-13,226
1962-05-14,238
1962-05-15,200
1962-05-16,219
1962-05-17,249
1962-05-18,240
1962-05-19,237
1962-05-20,260
1962-05-21,239
1962-05-22,229
1962-05-23,219
1962-05-24,241
1962-05-25,252
1962-05-26,235
1962-05-27,258
1962-05-28,235
1962-05-29,241
1962-05-30,253
1962-05-31,228
1962-06-01,295
1962-06-02,279
1962-06-03,285
1962-06-04,269
1962-06-05,260
1962-06-06,258
1962-06-07,274
1962-06-08,279
1962-06-09,278
1962-06-10,275
1962-06-11,280
1962-06-12,261
1962-06-13,261
1962-06-14,280
1962-06-15,284
1962-06-16,289
1962-06-17,286
1962-06-18,254
1962-06-19,261
1962-06-20,268
1962-06-21,307
1962-06-22,276
1962-06-23,285
1962-06-24,303
1962-06-25,276
1962-06-26,267
1962-06-27,256
1962-06-28,275
1962-06-29,307
1962-06-30,278
1962-07-01,329
1962-07-02,310
1962-07-03,312
1962-07-04,312
1962-07-05,307
1962-07-06,342
1962-07-07,317
1962-07-08,321
1962-07-09,326
1962-07-10,302
1962-07-11,292
1962-07-12,305
1962-07-13,319
1962-07-14,298
1962-07-15,337
1962-07-16,312
1962-07-17,309
1962-07-18,301
1962-07-19,304
1962-07-20,341
1962-07-21,302
1962-07-22,349
1962-07-23,318
1962-07-24,312
1962-07-25,308
1962-07-26,321
1962-07-27,341
1962-07-28,322
1962-07-29,307
1962-07-30,294
1962-07-31,276
1962-08-01,284
1962-08-02,337
1962-08-03,301
1962-08-04,318
1962-08-05,323
1962-08-06,308
1962-08-07,287
1962-08-08,265
1962-08-09,309
1962-08-10,337
1962-08-11,295
1962-08-12,336
1962-08-13,318
1962-08-14,307
1962-08-15,280
1962-08-16,278
1962-08-17,343
1962-08-18,304
1962-08-19,331
1962-08-20,311
1962-08-21,296
1962-08-22,290
1962-08-23,286
1962-08-24,332
1962-08-25,318
1962-08-26,310
1962-08-27,312
1962-08-28,297
1962-08-29,297
1962-08-30,288
1962-08-31,353
1962-09-01,280
1962-09-02,298
1962-09-03,274
1962-09-04,237
1962-09-05,253
1962-09-06,288
1962-09-07,287
1962-09-08,252
1962-09-09,266
1962-09-10,255
1962-09-11,257
1962-09-12,263
1962-09-13,280
1962-09-14,281
1962-09-15,266
1962-09-16,288
1962-09-17,282
1962-09-18,263
1962-09-19,243
1962-09-20,276
1962-09-21,276
1962-09-22,271
1962-09-23,272
1962-09-24,266
1962-09-25,242
1962-09-26,270
1962-09-27,275
1962-09-28,286
1962-09-29,254
1962-09-30,278
1962-10-01,245
1962-10-02,244
1962-10-03,232
1962-10-04,248
1962-10-05,250
1962-10-06,251
1962-10-07,239
1962-10-08,244
1962-10-09,208
1962-10-10,215
1962-10-11,269
1962-10-12,269
1962-10-13,244
1962-10-14,230
1962-10-15,241
1962-10-16,230
1962-10-17,234
1962-10-18,235
1962-10-19,277
1962-10-20,234
1962-10-21,216
1962-10-22,230
1962-10-23,232
1962-10-24,227
1962-10-25,250
1962-10-26,238
1962-10-27,226
1962-10-28,258
1962-10-29,241
1962-10-30,227
1962-10-31,215
1962-11-01,214
1962-11-02,222
1962-11-03,208
1962-11-04,205
1962-11-05,213
1962-11-06,205
1962-11-07,190
1962-11-08,206
1962-11-09,230
1962-11-10,214
1962-11-11,248
1962-11-12,199
1962-11-13,203
1962-11-14,224
1962-11-15,200
1962-11-16,252
1962-11-17,213
1962-11-18,208
1962-11-19,209
1962-11-20,193
1962-11-21,184
1962-11-22,203
1962-11-23,244
1962-11-24,223
1962-11-25,198
1962-11-26,249
1962-11-27,218
1962-11-28,192
1962-11-29,228
1962-11-30,227
1962-12-01,246
1962-12-02,243
1962-12-03,255
1962-12-04,221
1962-12-05,228
1962-12-06,220
1962-12-07,253
1962-12-08,240
1962-12-09,249
1962-12-10,257
1962-12-11,214
1962-12-12,251
1962-12-13,239
1962-12-14,240
1962-12-15,248
1962-12-16,242
1962-12-17,250
1962-12-18,228
1962-12-19,260
1962-12-20,233
1962-12-21,247
1962-12-22,243
1962-12-23,221
1962-12-24,228
1962-12-25,237
1962-12-26,233
1962-12-27,225
1962-12-28,255
1962-12-29,220
1962-12-30,258
1962-12-31,219
1963-01-01,202
1963-01-02,196
1963-01-03,203
1963-01-04,216
1963-01-05,237
1963-01-06,235
1963-01-07,224
1963-01-08,168
1963-01-09,212
1963-01-10,247
1963-01-11,233
1963-01-12,232
1963-01-13,226
1963-01-14,217
1963-01-15,212
1963-01-16,235
1963-01-17,208
1963-01-18,216
1963-01-19,232
1963-01-20,226
1963-01-21,229
1963-01-22,197
1963-01-23,205
1963-01-24,211
1963-01-25,230
1963-01-26,219
1963-01-27,198
1963-01-28,247
1963-01-29,193
1963-01-30,202
1963-01-31,233
1963-02-01,228
1963-02-02,212
1963-02-03,222
1963-02-04,213
1963-02-05,229
1963-02-06,204
1963-02-07,203
1963-02-08,212
1963-02-09,229
1963-02-10,216
1963-02-11,208
1963-02-12,199
1963-02-13,208
1963-02-14,215
1963-02-15,200
1963-02-16,222
1963-02-17,216
1963-02-18,227
1963-02-19,237
1963-02-20,229
1963-02-21,224
1963-02-22,227
1963-02-23,212
1963-02-24,222
1963-02-25,219
1963-02-26,201
1963-02-27,211
1963-02-28,204
1963-03-01,247
1963-03-02,241
1963-03-03,255
1963-03-04,254
1963-03-05,229
1963-03-06,245
1963-03-07,231
1963-03-08,269
1963-03-09,248
1963-03-10,250
1963-03-11,266
1963-03-12,210
1963-03-13,233
1963-03-14,243
1963-03-15,249
1963-03-16,252
1963-03-17,252
1963-03-18,237
1963-03-19,229
1963-03-20,239
1963-03-21,237
1963-03-22,248
1963-03-23,256
1963-03-24,260
1963-03-25,255
1963-03-26,218
1963-03-27,247
1963-03-28,271
1963-03-29,233
1963-03-30,255
1963-03-31,261
1963-04-01,235
1963-04-02,241
1963-04-03,241
1963-04-04,224
1963-04-05,273
1963-04-06,222
1963-04-07,228
1963-04-08,263
1963-04-09,229
1963-04-10,232
1963-04-11,259
1963-04-12,263
1963-04-13,221
1963-04-14,240
1963-04-15,235
1963-04-16,238
1963-04-17,233
1963-04-18,247
1963-04-19,267
1963-04-20,240
1963-04-21,247
1963-04-22,231
1963-04-23,240
1963-04-24,236
1963-04-25,273
1963-04-26,254
1963-04-27,264
1963-04-28,252
1963-04-29,216
1963-04-30,242
1963-05-01,251
1963-05-02,235
1963-05-03,292
1963-05-04,250
1963-05-05,262
1963-05-06,268
1963-05-07,239
1963-05-08,240
1963-05-09,264
1963-05-10,278
1963-05-11,256
1963-05-12,275
1963-05-13,258
1963-05-14,235
1963-05-15,232
1963-05-16,232
1963-05-17,274
1963-05-18,252
1963-05-19,262
1963-05-20,247
1963-05-21,256
1963-05-22,229
1963-05-23,242
1963-05-24,266
1963-05-25,268
1963-05-26,258
1963-05-27,235
1963-05-28,239
1963-05-29,236
1963-05-30,260
1963-05-31,249
1963-06-01,290
1963-06-02,306
1963-06-03,301
1963-06-04,267
1963-06-05,272
1963-06-06,318
1963-06-07,313
1963-06-08,284
1963-06-09,310
1963-06-10,303
1963-06-11,286
1963-06-12,286
1963-06-13,305
1963-06-14,319
1963-06-15,285
1963-06-16,294
1963-06-17,270
1963-06-18,290
1963-06-19,253
1963-06-20,266
1963-06-21,310
1963-06-22,317
1963-06-23,303
1963-06-24,263
1963-06-25,255
1963-06-26,278
1963-06-27,297
1963-06-28,295
1963-06-29,290
1963-06-30,283
1963-07-01,296
1963-07-02,315
1963-07-03,313
1963-07-04,320
1963-07-05,328
1963-07-06,334
1963-07-07,321
1963-07-08,319
1963-07-09,320
1963-07-10,322
1963-07-11,313
1963-07-12,338
1963-07-13,318
1963-07-14,313
1963-07-15,336
1963-07-16,292
1963-07-17,322
1963-07-18,322
1963-07-19,369
1963-07-20,343
1963-07-21,336
1963-07-22,329
1963-07-23,338
1963-07-24,291
1963-07-25,326
1963-07-26,376
1963-07-27,334
1963-07-28,326
1963-07-29,330
1963-07-30,341
1963-07-31,329
1963-08-01,347
1963-08-02,364
1963-08-03,315
1963-08-04,350
1963-08-05,347
1963-08-06,307
1963-08-07,308
1963-08-08,334
1963-08-09,357
1963-08-10,317
1963-08-11,322
1963-08-12,345
1963-08-13,336
1963-08-14,304
1963-08-15,349
1963-08-16,345
1963-08-17,311
1963-08-18,363
1963-08-19,334
1963-08-20,338
1963-08-21,317
1963-08-22,314
1963-08-23,333
1963-08-24,329
1963-08-25,349
1963-08-26,328
1963-08-27,315
1963-08-28,327
1963-08-29,323
1963-08-30,339
1963-08-31,338
1963-09-01,301
1963-09-02,291
1963-09-03,302
1963-09-04,276
1963-09-05,255
1963-09-06,306
1963-09-07,291
1963-09-08,303
1963-09-09,270
1963-09-10,278
1963-09-11,253
1963-09-12,297
1963-09-13,290
1963-09-14,312
1963-09-15,302
1963-09-16,292
1963-09-17,288
1963-09-18,279
1963-09-19,299
1963-09-20,311
1963-09-21,280
1963-09-22,298
1963-09-23,310
1963-09-24,265
1963-09-25,265
1963-09-26,278
1963-09-27,326
1963-09-28,300
1963-09-29,296
1963-09-30,268
1963-10-01,254
1963-10-02,203
1963-10-03,231
1963-10-04,262
1963-10-05,286
1963-10-06,268
1963-10-07,252
1963-10-08,240
1963-10-09,237
1963-10-10,269
1963-10-11,266
1963-10-12,235
1963-10-13,259
1963-10-14,234
1963-10-15,273
1963-10-16,211
1963-10-17,262
1963-10-18,264
1963-10-19,244
1963-10-20,255
1963-10-21,256
1963-10-22,254
1963-10-23,245
1963-10-24,281
1963-10-25,272
1963-10-26,258
1963-10-27,229
1963-10-28,257
1963-10-29,257
1963-10-30,240
1963-10-31,260
1963-11-01,220
1963-11-02,206
1963-11-03,240
1963-11-04,225
1963-11-05,213
1963-11-06,202
1963-11-07,220
1963-11-08,216
1963-11-09,217
1963-11-10,235
1963-11-11,229
1963-11-12,197
1963-11-13,211
1963-11-14,233
1963-11-15,235
1963-11-16,241
1963-11-17,237
1963-11-18,232
1963-11-19,228
1963-11-20,241
1963-11-21,236
1963-11-22,237
1963-11-23,226
1963-11-24,219
1963-11-25,201
1963-11-26,210
1963-11-27,198
1963-11-28,232
1963-11-29,240
1963-11-30,227
1963-12-01,253
1963-12-02,261
1963-12-03,235
1963-12-04,250
1963-12-05,259
1963-12-06,288
1963-12-07,258
1963-12-08,275
1963-12-09,231
1963-12-10,249
1963-12-11,254
1963-12-12,259
1963-12-13,253
1963-12-14,216
1963-12-15,274
1963-12-16,249
1963-12-17,244
1963-12-18,238
1963-12-19,244
1963-12-20,260
1963-12-21,255
1963-12-22,249
1963-12-23,230
1963-12-24,240
1963-12-25,234
1963-12-26,262
1963-12-27,258
1963-12-28,261
1963-12-29,270
1963-12-30,270
1963-12-31,252
1964-01-01,259
1964-01-02,255
1964-01-03,240
1964-01-04,224
1964-01-05,203
1964-01-06,242
1964-01-07,248
1964-01-08,223
1964-01-09,223
1964-01-10,270
1964-01-11,221
1964-01-12,248
1964-01-13,236
1964-01-14,207
1964-01-15,215
1964-01-16,214
1964-01-17,255
1964-01-18,245
1964-01-19,247
1964-01-20,208
1964-01-21,219
1964-01-22,213
1964-01-23,225
1964-01-24,268
1964-01-25,225
1964-01-26,228
1964-01-27,250
1964-01-28,231
1964-01-29,213
1964-01-30,231
1964-01-31,234
1964-02-01,223
1964-02-02,253
1964-02-03,243
1964-02-04,206
1964-02-05,219
1964-02-06,218
1964-02-07,265
1964-02-08,239
1964-02-09,238
1964-02-10,229
1964-02-11,222
1964-02-12,229
1964-02-13,213
1964-02-14,238
1964-02-15,231
1964-02-16,230
1964-02-17,224
1964-02-18,212
1964-02-19,220
1964-02-20,220
1964-02-21,228
1964-02-22,254
1964-02-23,240
1964-02-24,202
1964-02-25,199
1964-02-26,222
1964-02-27,241
1964-02-28,245
1964-02-29,215
1964-03-01,286
1964-03-02,248
1964-03-03,236
1964-03-04,260
1964-03-05,266
1964-03-06,283
1964-03-07,246
1964-03-08,269
1964-03-09,284
1964-03-10,275
1964-03-11,249
1964-03-12,270
1964-03-13,300
1964-03-14,269
1964-03-15,258
1964-03-16,272
1964-03-17,258
1964-03-18,278
1964-03-19,274
1964-03-20,271
1964-03-21,271
1964-03-22,274
1964-03-23,259
1964-03-24,236
1964-03-25,253
1964-03-26,266
1964-03-27,295
1964-03-28,247
1964-03-29,254
1964-03-30,263
1964-03-31,243
1964-04-01,240
1964-04-02,245
1964-04-03,279
1964-04-04,262
1964-04-05,280
1964-04-06,275
1964-04-07,228
1964-04-08,233
1964-04-09,271
1964-04-10,293
1964-04-11,255
1964-04-12,267
1964-04-13,289
1964-04-14,217
1964-04-15,256
1964-04-16,259
1964-04-17,282
1964-04-18,270
1964-04-19,298
1964-04-20,261
1964-04-21,241
1964-04-22,243
1964-04-23,269
1964-04-24,286
1964-04-25,262
1964-04-26,287
1964-04-27,277
1964-04-28,229
1964-04-29,279
1964-04-30,281
1964-05-01,278
1964-05-02,251
1964-05-03,281
1964-05-04,256
1964-05-05,254
1964-05-06,243
1964-05-07,262
1964-05-08,278
1964-05-09,241
1964-05-10,305
1964-05-11,272
1964-05-12,261
1964-05-13,262
1964-05-14,258
1964-05-15,291
1964-05-16,266
1964-05-17,273
1964-05-18,270
1964-05-19,243
1964-05-20,259
1964-05-21,271
1964-05-22,293
1964-05-23,263
1964-05-24,282
1964-05-25,264
1964-05-26,273
1964-05-27,259
1964-05-28,286
1964-05-29,287
1964-05-30,265
1964-05-31,281
1964-06-01,317
1964-06-02,276
1964-06-03,315
1964-06-04,331
1964-06-05,332
1964-06-06,307
1964-06-07,315
1964-06-08,294
1964-06-09,297
1964-06-10,299
1964-06-11,313
1964-06-12,319
1964-06-13,307
1964-06-14,293
1964-06-15,313
1964-06-16,295
1964-06-17,288
1964-06-18,307
1964-06-19,317
1964-06-20,308
1964-06-21,318
1964-06-22,295
1964-06-23,297
1964-06-24,282
1964-06-25,329
1964-06-26,332
1964-06-27,312
1964-06-28,331
1964-06-29,324
1964-06-30,300
1964-07-01,348
1964-07-02,358
1964-07-03,389
1964-07-04,365
1964-07-05,350
1964-07-06,366
1964-07-07,345
1964-07-08,329
1964-07-09,364
1964-07-10,376
1964-07-11,356
1964-07-12,343
1964-07-13,330
1964-07-14,298
1964-07-15,355
1964-07-16,337
1964-07-17,373
1964-07-18,346
1964-07-19,365
1964-07-20,349
1964-07-21,336
1964-07-22,345
1964-07-23,345
1964-07-24,369
1964-07-25,352
1964-07-26,354
1964-07-27,332
1964-07-28,318
1964-07-29,333
1964-07-30,361
1964-07-31,375
1964-08-01,361
1964-08-02,357
1964-08-03,327
1964-08-04,341
1964-08-05,355
1964-08-06,351
1964-08-07,360
1964-08-08,342
1964-08-09,353
1964-08-10,344
1964-08-11,351
1964-08-12,320
1964-08-13,346
1964-08-14,370
1964-08-15,347
1964-08-16,363
1964-08-17,374
1964-08-18,330
1964-08-19,321
1964-08-20,342
1964-08-21,379
1964-08-22,363
1964-08-23,372
1964-08-24,364
1964-08-25,315
1964-08-26,327
1964-08-27,364
1964-08-28,357
1964-08-29,356
1964-08-30,349
1964-08-31,355
1964-09-01,283
1964-09-02,287
1964-09-03,302
1964-09-04,324
1964-09-05,317
1964-09-06,306
1964-09-07,295
1964-09-08,275
1964-09-09,279
1964-09-10,300
1964-09-11,300
1964-09-12,323
1964-09-13,311
1964-09-14,312
1964-09-15,302
1964-09-16,304
1964-09-17,326
1964-09-18,302
1964-09-19,306
1964-09-20,326
1964-09-21,325
1964-09-22,293
1964-09-23,278
1964-09-24,318
1964-09-25,316
1964-09-26,297
1964-09-27,314
1964-09-28,300
1964-09-29,280
1964-09-30,283
1964-10-01,270
1964-10-02,291
1964-10-03,281
1964-10-04,278
1964-10-05,271
1964-10-06,250
1964-10-07,255
1964-10-08,280
1964-10-09,261
1964-10-10,276
1964-10-11,265
1964-10-12,258
1964-10-13,240
1964-10-14,267
1964-10-15,250
1964-10-16,297
1964-10-17,264
1964-10-18,280
1964-10-19,265
1964-10-20,241
1964-10-21,243
1964-10-22,231
1964-10-23,286
1964-10-24,281
1964-10-25,254
1964-10-26,302
1964-10-27,259
1964-10-28,248
1964-10-29,280
1964-10-30,283
1964-10-31,262
1964-11-01,247
1964-11-02,234
1964-11-03,225
1964-11-04,220
1964-11-05,240
1964-11-06,229
1964-11-07,234
1964-11-08,236
1964-11-09,245
1964-11-10,245
1964-11-11,233
1964-11-12,226
1964-11-13,257
1964-11-14,234
1964-11-15,236
1964-11-16,244
1964-11-17,244
1964-11-18,215
1964-11-19,222
1964-11-20,242
1964-11-21,260
1964-11-22,253
1964-11-23,234
1964-11-24,210
1964-11-25,215
1964-11-26,226
1964-11-27,231
1964-11-28,257
1964-11-29,245
1964-11-30,244
1964-12-01,254
1964-12-02,228
1964-12-03,269
1964-12-04,281
1964-12-05,296
1964-12-06,272
1964-12-07,263
1964-12-08,259
1964-12-09,253
1964-12-10,273
1964-12-11,296
1964-12-12,272
1964-12-13,268
1964-12-14,269
1964-12-15,242
1964-12-16,237
1964-12-17,250
1964-12-18,274
1964-12-19,261
1964-12-20,294
1964-12-21,262
1964-12-22,249
1964-12-23,258
1964-12-24,296
1964-12-25,277
1964-12-26,276
1964-12-27,258
1964-12-28,264
1964-12-29,237
1964-12-30,246
1964-12-31,259
1965-01-01,251
1965-01-02,259
1965-01-03,275
1965-01-04,264
1965-01-05,225
1965-01-06,233
1965-01-07,235
1965-01-08,265
1965-01-09,244
1965-01-10,265
1965-01-11,242
1965-01-12,226
1965-01-13,240
1965-01-14,255
1965-01-15,269
1965-01-16,270
1965-01-17,278
1965-01-18,257
1965-01-19,245
1965-01-20,217
1965-01-21,221
1965-01-22,264
1965-01-23,274
1965-01-24,254
1965-01-25,247
1965-01-26,259
1965-01-27,238
1965-01-28,241
1965-01-29,286
1965-01-30,249
1965-01-31,244
1965-02-01,242
1965-02-02,234
1965-02-03,245
1965-02-04,258
1965-02-05,258
1965-02-06,247
1965-02-07,245
1965-02-08,226
1965-02-09,232
1965-02-10,253
1965-02-11,239
1965-02-12,245
1965-02-13,238
1965-02-14,229
1965-02-15,261
1965-02-16,243
1965-02-17,240
1965-02-18,225
1965-02-19,256
1965-02-20,243
1965-02-21,271
1965-02-22,230
1965-02-23,234
1965-02-24,238
1965-02-25,241
1965-02-26,243
1965-02-27,246
1965-02-28,255
1965-03-01,272
1965-03-02,271
1965-03-03,258
1965-03-04,271
1965-03-05,290
1965-03-06,254
1965-03-07,288
1965-03-08,282
1965-03-09,255
1965-03-10,272
1965-03-11,264
1965-03-12,306
1965-03-13,272
1965-03-14,280
1965-03-15,273
1965-03-16,298
1965-03-17,250
1965-03-18,297
1965-03-19,303
1965-03-20,292
1965-03-21,285
1965-03-22,280
1965-03-23,252
1965-03-24,282
1965-03-25,269
1965-03-26,286
1965-03-27,272
1965-03-28,294
1965-03-29,274
1965-03-30,261
1965-03-31,271
1965-04-01,275
1965-04-02,287
1965-04-03,255
1965-04-04,276
1965-04-05,263
1965-04-06,252
1965-04-07,268
1965-04-08,248
1965-04-09,271
1965-04-10,260
1965-04-11,267
1965-04-12,283
1965-04-13,279
1965-04-14,283
1965-04-15,252
1965-04-16,316
1965-04-17,273
1965-04-18,292
1965-04-19,286
1965-04-20,254
1965-04-21,247
1965-04-22,266
1965-04-23,294
1965-04-24,284
1965-04-25,267
1965-04-26,277
1965-04-27,240
1965-04-28,258
1965-04-29,283
1965-04-30,283
1965-05-01,275
1965-05-02,287
1965-05-03,281
1965-05-04,252
1965-05-05,225
1965-05-06,276
1965-05-07,274
1965-05-08,297
1965-05-09,306
1965-05-10,279
1965-05-11,248
1965-05-12,248
1965-05-13,296
1965-05-14,283
1965-05-15,274
1965-05-16,295
1965-05-17,282
1965-05-18,254
1965-05-19,283
1965-05-20,282
1965-05-21,292
1965-05-22,290
1965-05-23,303
1965-05-24,291
1965-05-25,280
1965-05-26,287
1965-05-27,275
1965-05-28,273
1965-05-29,286
1965-05-30,287
1965-05-31,285
1965-06-01,313
1965-06-02,298
1965-06-03,328
1965-06-04,325
1965-06-05,327
1965-06-06,330
1965-06-07,318
1965-06-08,333
1965-06-09,310
1965-06-10,336
1965-06-11,339
1965-06-12,298
1965-06-13,320
1965-06-14,313
1965-06-15,329
1965-06-16,335
1965-06-17,320
1965-06-18,364
1965-06-19,310
1965-06-20,320
1965-06-21,343
1965-06-22,312
1965-06-23,310
1965-06-24,338
1965-06-25,339
1965-06-26,348
1965-06-27,355
1965-06-28,316
1965-06-29,337
1965-06-30,290
1965-07-01,353
1965-07-02,365
1965-07-03,354
1965-07-04,357
1965-07-05,381
1965-07-06,328
1965-07-07,333
1965-07-08,375
1965-07-09,378
1965-07-10,378
1965-07-11,357
1965-07-12,373
1965-07-13,351
1965-07-14,332
1965-07-15,393
1965-07-16,410
1965-07-17,368
1965-07-18,349
1965-07-19,386
1965-07-20,328
1965-07-21,322
1965-07-22,368
1965-07-23,398
1965-07-24,367
1965-07-25,376
1965-07-26,393
1965-07-27,363
1965-07-28,354
1965-07-29,405
1965-07-30,384
1965-07-31,378
1965-08-01,394
1965-08-02,392
1965-08-03,350
1965-08-04,344
1965-08-05,391
1965-08-06,391
1965-08-07,354
1965-08-08,388
1965-08-09,379
1965-08-10,369
1965-08-11,364
1965-08-12,355
1965-08-13,410
1965-08-14,336
1965-08-15,379
1965-08-16,387
1965-08-17,328
1965-08-18,365
1965-08-19,373
1965-08-20,399
1965-08-21,358
1965-08-22,382
1965-08-23,363
1965-08-24,365
1965-08-25,367
1965-08-26,378
1965-08-27,381
1965-08-28,382
1965-08-29,387
1965-08-30,365
1965-08-31,362
1965-09-01,293
1965-09-02,308
1965-09-03,338
1965-09-04,317
1965-09-05,318
1965-09-06,307
1965-09-07,319
1965-09-08,294
1965-09-09,303
1965-09-10,305
1965-09-11,311
1965-09-12,311
1965-09-13,326
1965-09-14,323
1965-09-15,310
1965-09-16,330
1965-09-17,338
1965-09-18,325
1965-09-19,332
1965-09-20,321
1965-09-21,289
1965-09-22,287
1965-09-23,334
1965-09-24,337
1965-09-25,290
1965-09-26,341
1965-09-27,298
1965-09-28,297
1965-09-29,319
1965-09-30,343
1965-10-01,308
1965-10-02,269
1965-10-03,280
1965-10-04,274
1965-10-05,275
1965-10-06,277
1965-10-07,273
1965-10-08,310
1965-10-09,295
1965-10-10,310
1965-10-11,297
1965-10-12,293
1965-10-13,272
1965-10-14,296
1965-10-15,301
1965-10-16,284
1965-10-17,297
1965-10-18,284
1965-10-19,287
1965-10-20,250
1965-10-21,268
1965-10-22,304
1965-10-23,291
1965-10-24,297
1965-10-25,305
1965-10-26,264
1965-10-27,245
1965-10-28,301
1965-10-29,307
1965-10-30,275
1965-10-31,290
1965-11-01,242
1965-11-02,228
1965-11-03,265
1965-11-04,236
1965-11-05,246
1965-11-06,234
1965-11-07,283
1965-11-08,249
1965-11-09,244
1965-11-10,236
1965-11-11,254
1965-11-12,255
1965-11-13,244
1965-11-14,264
1965-11-15,272
1965-11-16,238
1965-11-17,256
1965-11-18,256
1965-11-19,259
1965-11-20,237
1965-11-21,256
1965-11-22,259
1965-11-23,263
1965-11-24,261
1965-11-25,248
1965-11-26,266
1965-11-27,256
1965-11-28,244
1965-11-29,238
1965-11-30,263
1965-12-01,251
1965-12-02,268
1965-12-03,313
1965-12-04,272
1965-12-05,299
1965-12-06,271
1965-12-07,258
1965-12-08,253
1965-12-09,275
1965-12-10,294
1965-12-11,285
1965-12-12,278
1965-12-13,301
1965-12-14,294
1965-12-15,278
1965-12-16,286
1965-12-17,299
1965-12-18,274
1965-12-19,285
1965-12-20,292
1965-12-21,277
1965-12-22,290
1965-12-23,277
1965-12-24,315
1965-12-25,299
1965-12-26,297
1965-12-27,278
1965-12-28,275
1965-12-29,249
1965-12-30,290
1965-12-31,303
1966-01-01,270
1966-01-02,268
1966-01-03,239
1966-01-04,234
1966-01-05,202
1966-01-06,260
1966-01-07,263
1966-01-08,230
1966-01-09,295
1966-01-10,274
1966-01-11,258
1966-01-12,231
1966-01-13,239
1966-01-14,313
1966-01-15,283
1966-01-16,283
1966-01-17,264
1966-01-18,240
1966-01-19,255
1966-01-20,286
1966-01-21,299
1966-01-22,256
1966-01-23,286
1966-01-24,277
1966-01-25,246
1966-01-26,253
1966-01-27,276
1966-01-28,262
1966-01-29,245
1966-01-30,270
1966-01-31,258
1966-02-01,232
1966-02-02,257
1966-02-03,252
1966-02-04,256
1966-02-05,252
1966-02-06,275
1966-02-07,250
1966-02-08,242
1966-02-09,224
1966-02-10,262
1966-02-11,266
1966-02-12,245
1966-02-13,267
1966-02-14,240
1966-02-15,238
1966-02-16,236
1966-02-17,253
1966-02-18,257
1966-02-19,274
1966-02-20,271
1966-02-21,265
1966-02-22,255
1966-02-23,247
1966-02-24,267
1966-02-25,306
1966-02-26,237
1966-02-27,237
1966-02-28,294
1966-03-01,290
1966-03-02,265
1966-03-03,272
1966-03-04,295
1966-03-05,291
1966-03-06,295
1966-03-07,303
1966-03-08,281
1966-03-09,288
1966-03-10,293
1966-03-11,305
1966-03-12,316
1966-03-13,323
1966-03-14,310
1966-03-15,305
1966-03-16,261
1966-03-17,291
1966-03-18,327
1966-03-19,293
1966-03-20,322
1966-03-21,301
1966-03-22,290
1966-03-23,293
1966-03-24,277
1966-03-25,278
1966-03-26,283
1966-03-27,310
1966-03-28,290
1966-03-29,291
1966-03-30,296
1966-03-31,275
1966-04-01,306
1966-04-02,289
1966-04-03,291
1966-04-04,292
1966-04-05,272
1966-04-06,264
1966-04-07,310
1966-04-08,307
1966-04-09,296
1966-04-10,301
1966-04-11,299
1966-04-12,300
1966-04-13,270
1966-04-14,279
